"","ID","Voter.ID","Weight","Time.Created","Choice","Proposal.ID","Space.ID","N.Votes"
"33","0x61c04610aa17db3b1f125866fe5878e5064fe3e9181cf4d874c8a45ebeb03905","0xB89B619e3F6C35019D4Be83E92e99e809AF8ECb3",1,1654077650,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"34","0xc68357dcf9017798cb65a4caf2f8be0a49aaca6d25a34ef40f1f6d46d763a6f4","0x45452D8508356dC9619F23Eab6932B4Aab1946E6",1,1654077452,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"35","0xfb560d8c9d2454e357c04b297f01bdc3d86b354b53bb72280e5523636714768c","0x816384B4E6644f3A1Cb683E1CB83409A464532eA",1,1654063876,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"36","0xe970751706b3be9fd2ae9439d3eedb7e315a4f4f97689f83a0bfd2ddf7d4a2f2","0x30C7F4F7504D6366916f669cd8E731ED4dF6C702",2,1654061643,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",5
"37","0x51f87130e4b1630679af0e562143baf8553fc99670c67970902f674cd57c1d8f","0xC88920b0e3DAab93e9b539a21764A2F50682c2Ec",1,1654050804,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"38","0x57467028629ae90c3d6d861bc86ffd01584983abe4c3ed916199aeb3637535f5","0x14D92832265eeAFDEF9e526356FEfc90105966c3",1,1654044093,2,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"39","0x9446baba0a515b6133816d2a50ed5784aad66dd45b3546aa317f474b81a26ab7","0xaF323A35075A7cF7Da7c6b4Db4B5082F7b995ee3",1,1654043277,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"40","0x19c876835195eda537905a18463d250772f368a87f4a877361535f15f30fbc40","0xf2067CCD06fDdf3DD90d3a850244434214C6143D",1,1654031245,2,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",7
"41","QmaN3tF3FzmoWtQMetH9EKH5moP6mst8nmBpgy43FswMEG","0x29E9e608aC6C7FEEee8126F1629640e7b2b31Bfd",1,1654030634,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"42","0x20aede191543e93d27d2f0fb4354d84a79b6b964ff50881d386925ed268fc032","0xA72ef9BB82d59464eAA63f461C273f8028b20f5c",12,1654030119,2,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"43","0xea83b4a74cd01afae0be6937583274f3e6cd8d8c39d3c1de8bada901fda86205","0xDd5AA88aD0b7E1fb429CE7419C37ca178c6D77aC",2,1654024353,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"44","0x2ab48abf9b96141031e6ac1bc3b2bea02b5c49047f7eada16fef5f856a49d285","0x2A52309eDF998799C4A8b89324CCAd91848c8676",53,1654023785,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"45","0x0f922c66ecac4d86c10986fb99808e96ae4b540c712ab93d785f47321c2a9fe1","0xb39D022eDF05C31e1981f4F4D8137dDa9C57CFaE",1,1654019597,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"46","0x673f5a04d39d9ebe4f4599cb566a4540f0ea2f2303cb8030be51cfc9f0b7e3c1","0x69528C13dCb9d6D5bCb68FD77F8d5498F841fFe4",1,1654007793,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",5
"47","0x842a02a66341b615edbdb22fc152a3c6631e60d1081e70d831aa64b0c35dc712","0x0B4C4d870827f00d9081e6b9aF67d912Ab178002",1,1654007424,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",7
"48","0x9415ca3bd9b94667565aebe22f1bb5de8cc86e045b8a69ac940cc0d893fcdbc2","0xc24Fe6f2bae027aeee47390be73D121f18F51bdB",1,1654005392,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"49","0x80db12ab9a741eef92c0418c95d8890d4740238757114532a56c40d4f4153423","0x7BBbDD9bC719b6A7bB6Cd0C912bf35a14d05C21D",1,1654005390,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"50","0x86ec7dcf5b1f4855fa4f3092ba919d311b5fbdfaec9e9fc74afdeb21559e7853","0x5eb68ef3EcF34Ae424442e4bfb4Da200a1b38Bc0",1,1654004900,2,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",7
"51","QmQNexsesdKuFMRwgrwGZ64f4bYu2bbzrMHz8JJcMwqStB","0x8BF7Cd4aE85F765a06006802e21bbCC968f45421",1,1654004454,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"52","0x16731e91aadb02521805fa30979fcbe4c4660230bc1569d2e408901b36434df7","0x2c16E45e694E3ef37feb3db1851FBE146e677420",1,1654001938,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",5
"53","0x7e3a8f67019ce2102fcd4467e3c8da4ad47bfd4331e8fb66af5f0c9ac96e8347","0x2Dc84A71e20D8CF8556E0c69925d62F3D60169bc",1,1654000199,2,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",7
"54","0x805f15165696a8f10af8e5297451acc7e37f1929d572afd6442f68179e1a8ea7","0x1f8a9C9CF8e85A5ae5372005D006Bf535D0Ec8f6",1,1653998609,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"55","0x78294270da5b462ae1a0b3885b96c9dec9a681d0971ddc22bdf1046b7e63350a","0x26ADb3161aAb47747Bfa9B76c09F30f151A6898b",1,1653998598,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"56","0x4517177397e0dbab286812c949a8b6a74c80bc220822c383faf0460b0a6164db","0xC61b22c563e2b6307725eE0551B25fEfEc99A4B8",1,1653998590,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",4
"57","0x3235dcffc7f38052463aeaf7175145bba01104836955f98b55a627672aa0b2bd","0x4Ca2a670bd5505B870B21331a53D9bB4AE6e2084",1,1653998579,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",7
"58","0x88b8e09b608480a81ec5596db6452260cf5350f31eac73fa0f61e2d0abb36117","0x17a91203A9E9C3519c2F76210497eF7F4BE2352F",5,1653998564,1,"0xe2f0a3100ef3ca54903c68d4cd9980ccee12bac5d46cf1b2b28d997ff755c473","poh.eth",6
"59","0xae0722eef89c24db5d2a1813bfba3e4542daefd34d25142194747024bdeced0d","0x2Dc84A71e20D8CF8556E0c69925d62F3D60169bc",1,1651496335,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",7
"60","0xd885be8ebfb2f751964725802b032dee5e0ca4ca36b5d135b30b0f0fc68e60d0","0xe724C1D534284f2837F3ab310eF8329BBD7c045E",1,1651485132,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",7
"61","0xcbe5225ef189bb4bf9134d4d23c8bb18238e28b4f6f82e26d01c9032bfa67598","0x9d9E26932d012b2Ab21B974fE1552F4025b1e1Cc",1,1651474538,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"62","0x47d9af73edfdff28ad2b2478c13e94e3ca781bd56deba4cf72face93d613d02b","0x3F40D51550db46321B96229E321fAB3cA233FCCc",1,1651459609,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"63","0x86ddacb43a11221c0244c70b499d4bd3fff09f8a8497831739d88767fccf232c","0x30C7F4F7504D6366916f669cd8E731ED4dF6C702",2,1651446644,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"64","0x89be66d7a86a71791ec615fa22c9c4bbe4598d3db73fe7406b67d8b6d58d7862","0x5eb68ef3EcF34Ae424442e4bfb4Da200a1b38Bc0",1,1651440324,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",7
"65","0x40b82f3179e308ed55005e21a72d2e914d8fe1b2b383ce258e101603d2efd02d","0xC97C5931C53223B434b64B44d03f4d5B404126b1",1,1651422641,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"66","QmUXCFcTKEJ1ehNSCY86yukmXkgiwA8Jb5Xd2RXDKH2Noa","0x816384B4E6644f3A1Cb683E1CB83409A464532eA",1,1651422108,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"67","0x1255e22127ad2d5d0cbedd25c5f10202e8fe3ce1bef9e3f46b16f49259ba25f5","0xaF323A35075A7cF7Da7c6b4Db4B5082F7b995ee3",1,1651409542,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"68","0x8f85c8a96f4e9b4224f66907ec2db2f032639e0ba839030204791cbb633d7ab8","0x5B99Fe4D171C766fdcC8Cf06Cb3B96Aa51Ea690C",1,1651408248,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"69","0x931afa15f4338c4732bd2ef5ccee51a93e0b481791d606d378025f39c491d456","0x7BBbDD9bC719b6A7bB6Cd0C912bf35a14d05C21D",1,1651366528,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"70","0xa55a988bf78841ac9739a9b7b207c1e371a16a8dc60303dfcae9ac93173b84f0","0x05f472D895F66c6BFd2EfAd2b622554D4a409C29",1,1651346284,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"71","0xa00a2a5f340de18097ae49c5b61ba7ad7e5bf853f1c7ea0043978c91c7d0bcb2","0xA72ef9BB82d59464eAA63f461C273f8028b20f5c",15,1651343698,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"72","0xced64319c5bae0d1d9bf838d01d64082caeb37032347888ac1d6b2d2de4e08d9","0x69528C13dCb9d6D5bCb68FD77F8d5498F841fFe4",1,1651331211,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"73","QmW7x1Lj5UiynNRSmESYX6g5QXmTKnLbrs9NKmxGfikRGp","0xBd48b22039146ccd80c96D516cA5FE61f4133b4E",1,1651321218,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"74","0x7dbb8706ddede189a9a5c0d8cb7ee681f9a3c42ed0415dabd8c9c485a4662b4f","0xc24Fe6f2bae027aeee47390be73D121f18F51bdB",1,1651318563,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"75","0x531c1aa591582bfca6e74f9bf5e14843ab05f12d83061d3a4d0c801895687d82","0x29E9e608aC6C7FEEee8126F1629640e7b2b31Bfd",1,1651313791,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"76","0x7dbb7f393508db8b090ccb36b357850cb4da2fe1873dd20bc2e89135d269b7c8","0xce6364C714bfDF453f01b0A5E6EBA500392976fF",1,1651311182,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"77","0x8e9b4eccd02ce8a40fe8bc3ed01720855cb7757b8174a66edc908cfff1f7c207","0x5759252489D5Ab3A1Bb7b120133b7D6C73b21B73",1,1651308546,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"78","QmSCvvwrjkkz3EVRzhrccWfwota6bi6E4TR2ng9pYE1bsf","0xb525F6b3b5EFCC0C54582de2F08D890F7793e3e4",1,1651299367,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"79","0x936b454c113b07bc4ee0fcdf3fc02b7e32e5cd138991c1aeadb93c56a956a5b3","0x0D70cbb4598A1ba7C21225C280a54C9fE9295802",1,1651290793,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"80","0x9d640e1b87a6eb0a75ea7eb634b6086d9a50c69ab447868a89862c63e834a1e0","0xC6510245a3d961746DB4883916d2D600e19f4ff3",1,1651290394,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"81","0xdc457acbe5d04b0850a845a63e118aa78f3c9512967f4cbea55887e6b4b00224","0x95F50Cf888dFeC90321dC376c1E695F15B081595",1,1651283992,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"82","0x88564a602175810dec930f1727d666c564992ff9a8673498046be3f8e9720288","0x504E7620069a0a8354434dED3150ed7E2ECF5153",3,1651280936,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"83","0xa11cef424de8bd44efcbf45b93bb72a3e098bed69d28426e69d1a3fde6b8a9f0","0xa93159AC7fD211361b7e036199Cfe7f6625C35f8",1,1651277180,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"84","0xb3821711ff8035cf07987a89cfbfac4d4fee195070e835c2db3f85f8a16ca39d","0x68c0dd2b5A5df00Bca4f7df8CA9b1425Fe817728",1,1651277139,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"85","0xe944906325527b6467bd2e0f6bfb989506e424388d022cc57f26f766d35583c7","0x3c13f2B56AF614aC6381265EcB3B619bA26CC641",2,1651274854,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"86","QmXSqEuEp3dbfz5qb4DYickcMXofZKdkKnpLRyGbqDKje8","0xf2067CCD06fDdf3DD90d3a850244434214C6143D",1,1651273356,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",7
"87","QmdK1HbZAZQzDDNL5UGGQQFNLucuFaAcRkNdRS1iPSkgqe","0x4074D0b0519610bb675e7d74B4171039d230F451",1,1651263565,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"88","0x6a19fb9afd725ff83f16f0883c14cc3456db2206423a716dd3d9133fdda26128","0xC88920b0e3DAab93e9b539a21764A2F50682c2Ec",1,1651261500,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"89","0x1261afa973b60573e8f97db338e789b205e5803b8384c76221f61fc0138d4917","0xf28AB805D6Edee246443AC25E3C4aA4A2B56c586",1,1651260848,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"90","0x09384aaf7edc054e4aaf0c98a6470323fc9036204f81e03ef43ca966ca837f61","0x58805f572924b83b8c224184d2Cf60ad3302DBDF",19,1651260775,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"91","0x4e91a797f49940e1929540af0789def9c5274ba6399e310f0d215273320763fd","0x749A37e63d4B4FB8CA8a07a9C168eB55207c1d79",1,1651260004,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",5
"92","QmW4DRMwXPYiFUaR8ATEV6TKxhDYCNSAvbZDqZVHzgy1et","0xDd5AA88aD0b7E1fb429CE7419C37ca178c6D77aC",2,1651259085,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"93","0x62ed0518a2107ca32418fc3f92a86383073a94d42d4bf2a61e72dc79efc852eb","0x5700F03F87db485fdb90e18b3100F00b235886f1",1,1651258928,2,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
"94","0xe380ecdb96c9e708165f41edce7d37eaf8c31cac4aeaef99a82b70273ab8606e","0x6986E8C8Da33753443959690c240B03931Bd1Edc",23,1651258806,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"95","0x7c9847c8c39fefe666869e973984fdd457718b7e7a772b64c14a358c30babb10","0xAEEB3B86314009F5eE315c49414646a1f5709d1C",1,1651257299,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",6
"96","0x33ab0ebdc8de9a63ac1c6f660c4d2a75caed8854c08bcd397e261f0e58e7b821","0xAE1Bd12B418C79D565E1A41c77DD6F9C482C829e",1,1651251097,1,"0xa723831cfd3f78a3bcda26732955364c25d48f9ddd6e8a8b171dc6614d190928","poh.eth",4
