"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69"
"1",0,0.888888888888889,0.636363636363636,0.666666666666667,0.666666666666667,0.636363636363636,0.7,0.555555555555556,0.777777777777778,0.777777777777778,0.6,0.666666666666667,0.555555555555556,0.666666666666667,0.7,0.666666666666667,0.727272727272727,0.888888888888889,0.777777777777778,0.8,0.7,0.833333333333333,0.777777777777778,1,0.818181818181818,0.727272727272727,0.777777777777778,0.636363636363636,0.7,0.7,0.777777777777778,0.818181818181818,0.666666666666667,0.666666666666667,0.636363636363636,0.7,0.545454545454545,0.888888888888889,0.727272727272727,0.75,0.666666666666667,0.818181818181818,0.727272727272727,0.545454545454545,0.666666666666667,0.6,0.666666666666667,0.545454545454545,0.777777777777778,0.833333333333333,0.777777777777778,0.6,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.583333333333333,0.545454545454545,0.636363636363636,0.666666666666667,0.777777777777778,0.7,0.888888888888889,0.8,0.6,0.555555555555556,0.666666666666667,0.666666666666667,0.666666666666667
"2",0.888888888888889,0,0.8,0.875,0.875,0.8,0.777777777777778,1,0.875,0.75,0.888888888888889,0.75,0.875,0.75,0.777777777777778,0.75,0.8,0.5,0.625,0.888888888888889,0.777777777777778,0.727272727272727,0.75,0.777777777777778,0.8,0.7,0.875,0.9,0.888888888888889,0.777777777777778,0.75,0.9,0.875,0.875,0.8,0.888888888888889,0.8,0.625,0.8,0.818181818181818,0.75,0.8,0.7,0.8,0.875,0.777777777777778,0.818181818181818,0.8,0.625,0.727272727272727,0.625,0.888888888888889,0.727272727272727,0.75,0.75,0.75,0.818181818181818,0.8,0.9,0.875,0.75,0.777777777777778,0.75,0.666666666666667,0.888888888888889,0.875,0.875,0.875,0.875
"3",0.636363636363636,0.8,0,0.6,0.6,0.666666666666667,0.636363636363636,0.7,0.6,0.8,0.636363636363636,0.6,0.7,0.6,0.545454545454545,0.6,0.75,0.8,0.7,0.727272727272727,0.545454545454545,0.769230769230769,0.6,1,0.75,0.833333333333333,0.6,0.583333333333333,0.636363636363636,0.545454545454545,0.7,0.666666666666667,0.7,0.6,0.583333333333333,0.636363636363636,0.583333333333333,0.8,0.666666666666667,0.692307692307692,0.6,0.833333333333333,0.666666666666667,0.583333333333333,0.6,0.636363636363636,0.538461538461538,0.583333333333333,0.7,0.769230769230769,0.7,0.636363636363636,0.769230769230769,0.6,0.6,0.6,0.538461538461538,0.583333333333333,0.666666666666667,0.7,0.7,0.636363636363636,0.8,0.727272727272727,0.636363636363636,0.7,0.7,0.7,0.7
"4",0.666666666666667,0.875,0.6,0,0.5,0.7,0.666666666666667,0.75,0.625,0.875,0.777777777777778,0.625,0.75,0.625,0.555555555555556,0.625,0.7,0.875,0.75,0.777777777777778,0.555555555555556,0.818181818181818,0.625,1,0.9,0.9,0.625,0.7,0.777777777777778,0.555555555555556,0.625,0.7,0.625,0.5,0.7,0.777777777777778,0.7,0.75,0.8,0.727272727272727,0.625,0.9,0.8,0.7,0.5,0.777777777777778,0.636363636363636,0.7,0.75,0.818181818181818,0.75,0.777777777777778,0.818181818181818,0.625,0.625,0.625,0.636363636363636,0.7,0.7,0.875,0.75,0.777777777777778,0.75,0.888888888888889,0.666666666666667,0.75,0.75,0.75,0.75
"5",0.666666666666667,0.875,0.6,0.5,0,0.7,0.666666666666667,0.75,0.625,0.875,0.777777777777778,0.625,0.75,0.625,0.555555555555556,0.625,0.7,0.875,0.75,0.777777777777778,0.555555555555556,0.818181818181818,0.625,1,0.9,0.9,0.625,0.7,0.777777777777778,0.555555555555556,0.625,0.7,0.625,0.5,0.7,0.777777777777778,0.7,0.75,0.8,0.727272727272727,0.625,0.9,0.8,0.7,0.5,0.777777777777778,0.636363636363636,0.7,0.75,0.818181818181818,0.75,0.777777777777778,0.818181818181818,0.625,0.625,0.625,0.636363636363636,0.7,0.7,0.875,0.75,0.777777777777778,0.75,0.888888888888889,0.666666666666667,0.75,0.75,0.75,0.75
"6",0.636363636363636,0.8,0.666666666666667,0.7,0.7,0,0.818181818181818,0.7,0.8,0.7,0.727272727272727,0.8,0.7,0.8,0.727272727272727,0.8,0.75,0.8,0.9,0.818181818181818,0.727272727272727,0.692307692307692,0.8,0.909090909090909,0.916666666666667,0.666666666666667,0.8,0.666666666666667,0.727272727272727,0.727272727272727,0.8,0.833333333333333,0.8,0.7,0.666666666666667,0.727272727272727,0.666666666666667,0.7,0.75,0.615384615384615,0.8,0.666666666666667,0.833333333333333,0.666666666666667,0.7,0.727272727272727,0.692307692307692,0.666666666666667,0.9,0.692307692307692,0.9,0.727272727272727,0.692307692307692,0.8,0.8,0.8,0.615384615384615,0.666666666666667,0.583333333333333,0.7,0.8,0.636363636363636,0.8,0.818181818181818,0.545454545454545,0.6,0.6,0.6,0.6
"7",0.7,0.777777777777778,0.636363636363636,0.666666666666667,0.666666666666667,0.818181818181818,0,0.777777777777778,0.666666666666667,0.888888888888889,0.7,0.555555555555556,0.777777777777778,0.555555555555556,0.6,0.555555555555556,0.818181818181818,0.777777777777778,0.666666666666667,0.9,0.6,0.916666666666667,0.666666666666667,0.9,0.727272727272727,0.909090909090909,0.666666666666667,0.727272727272727,0.8,0.6,0.777777777777778,0.727272727272727,0.555555555555556,0.666666666666667,0.727272727272727,0.8,0.636363636363636,0.888888888888889,0.818181818181818,0.833333333333333,0.555555555555556,1,0.727272727272727,0.636363636363636,0.666666666666667,0.7,0.666666666666667,0.636363636363636,0.666666666666667,0.916666666666667,0.666666666666667,0.7,0.916666666666667,0.555555555555556,0.555555555555556,0.555555555555556,0.666666666666667,0.636363636363636,0.818181818181818,0.777777777777778,0.555555555555556,0.8,0.888888888888889,0.8,0.8,0.777777777777778,0.888888888888889,0.888888888888889,0.888888888888889
"8",0.555555555555556,1,0.7,0.75,0.75,0.7,0.777777777777778,0,0.75,0.875,0.555555555555556,0.75,0.625,0.75,0.777777777777778,0.75,0.8,1,0.875,0.777777777777778,0.777777777777778,0.909090909090909,0.875,1,0.8,0.8,0.75,0.6,0.666666666666667,0.777777777777778,0.875,0.8,0.75,0.75,0.7,0.666666666666667,0.6,1,0.7,0.818181818181818,0.75,0.8,0.8,0.6,0.75,0.666666666666667,0.727272727272727,0.6,0.875,0.909090909090909,0.875,0.555555555555556,0.909090909090909,0.75,0.75,0.75,0.636363636363636,0.6,0.7,0.625,0.875,0.777777777777778,1,0.888888888888889,0.666666666666667,0.625,0.75,0.75,0.75
"9",0.777777777777778,0.875,0.6,0.625,0.625,0.8,0.666666666666667,0.75,0,1,0.666666666666667,0.625,0.875,0.625,0.555555555555556,0.625,0.8,0.875,0.75,0.777777777777778,0.555555555555556,0.909090909090909,0.625,1,0.8,1,0.5,0.6,0.666666666666667,0.555555555555556,0.75,0.6,0.75,0.625,0.7,0.666666666666667,0.7,0.875,0.7,0.818181818181818,0.625,0.9,0.8,0.7,0.625,0.777777777777778,0.636363636363636,0.7,0.75,0.909090909090909,0.75,0.666666666666667,0.909090909090909,0.625,0.625,0.625,0.636363636363636,0.7,0.8,0.75,0.75,0.777777777777778,0.875,0.888888888888889,0.777777777777778,0.875,0.875,0.875,0.875
"10",0.777777777777778,0.75,0.8,0.875,0.875,0.7,0.888888888888889,0.875,1,0,0.888888888888889,0.875,0.75,0.875,0.888888888888889,0.875,0.8,0.75,0.875,0.888888888888889,0.888888888888889,0.636363636363636,0.875,0.777777777777778,0.9,0.6,1,0.9,0.888888888888889,0.888888888888889,0.875,1,0.875,0.875,0.8,0.888888888888889,0.8,0.75,0.9,0.636363636363636,0.875,0.7,0.8,0.8,0.875,0.777777777777778,0.818181818181818,0.8,0.875,0.636363636363636,0.875,0.888888888888889,0.636363636363636,0.875,0.875,0.875,0.818181818181818,0.8,0.7,0.875,0.875,0.777777777777778,0.75,0.777777777777778,0.777777777777778,0.75,0.75,0.75,0.75
