"ID","Voter.ID","Weight","Time.Created","Choice","Proposal.ID","Space.ID","Tot.Votes","N.Votes","Prop.Votes","Max.Prop"
"0x15af44ef198054b88b7ace710f8c25963252c5636f3f346a309b913e87bce122","0x5700F03F87db485fdb90e18b3100F00b235886f1",14,1660412257,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0x71716844e77b28fd0f291b6f0ca0ac0f28cc8e91eee00e50e3d9dcc299dee81c","0x441e1e47a6Fa2DBfD3cd9b54291E9AB3a58D7975",1,1660412029,1,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,56,0.144329896907216,0.855670103092783
"0xed9fd05d9ed9bc5c2a222643f5336083d893b562b3e3f17518d02865537751b2","0x1B2d69829165A30f503D4611C2f77BDAe6213f82",1,1660408765,1,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,56,0.144329896907216,0.855670103092783
"0xef308f7bc53d07a6319b12150534899d71cf938ec43b9e74b60dad7bbd6337b6","0x7609047Ab9086f0b86147dFC7653f63E50F848d4",1,1660402248,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0x2398f96f6cde0c0c3810d036ce34448b73de507bea167bb034486c6f240c6aca","0xaF9655eD0b27A2143bd4F099f9f2F1CF3c6DCC6F",1,1660402221,1,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,56,0.144329896907216,0.855670103092783
"0x1dfd22ec60f94c0718e342ef0bfc09c1f2d353d587a0b44402ac16c12b3b6dcf","0xF91648F3a09367192D22E1239986Ccc1890FeD74",1,1660401697,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0x47ef0464b338212cba8f18bccf0d131df8fcf2e07433df6aa6774f0410eb54b7","0x5c314ce392E309861AcF82353D5c3D37887CAb75",1,1660401590,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0xd46c6ea961e8f055924aa4c657ceb2f0d9c94dd4fe5a025411cf5fe5adcff2df","0xDbEc9A498faE51bC1476dD8c76Dd61c12E3e53A2",1,1660400222,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0x75f7f819c23917ab52b77f9c07ba444c53154349acf5ce524464a846b9ddc967","0x20d616A5f951dC46053d6F225D0152d54cF73057",1,1660400104,1,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,56,0.144329896907216,0.855670103092783
"0x8dcfc681f4d7db548563bbaebc0f259eeb4a75a11ec7177f44cd2c18af645732","0xE23d15d8870a0973399A9aEdc35dBcc72795E0e3",1,1660400060,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0x6321e69cc435b193f003a01bdd5d45d7f5799f5ee5eb79a1fb7dfe897834ffdc","0xd97c0fAb0D7554F019bd6a8f6AB26bb4c66d34Af",1,1660396810,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
"0xc66704026cdf385f34da29f120d6ef8b3b4b1032d0f944f0d78df9a5a6ff8438","0x6826Dd3664adA769eeC00A074D9D4Cc6b51E6800",1,1660394248,2,"0x6867a9056ea8b2525b323bf2be88d63945dfd80f76b1e8eaebcefca44e871b89","poh.eth",388,332,0.855670103092783,0.855670103092783
